"SQLServer","Version","Build","FileVersion","Description","Link","ReleaseDate","SP","CU","HF","RTM","CTP","New","Withdrawn"
"2012","11.0","11.0.3368.0","2011.110.3368.0","Cumulative update package 4 (CU4) for SQL Server 2012 Service Pack 1","https://support.microsoft.com/en-us/help/2833645","2013-05-31","","TRUE","","","","",""
"2012","11.0","11.0.3350.0","2011.110.3350.0","FIX: You can’t create or open SSIS projects or maintenance plans after you apply Cumulative Update 3 for SQL Server 2012 SP1","https://support.microsoft.com/en-us/help/2832017","2013-04-17","","","","","","",""
"2012","11.0","11.0.3349.0","2011.110.3349.0","Cumulative update package 3 (CU3) for SQL Server 2012 Service Pack 1","https://support.microsoft.com/en-us/help/2812412","2013-03-18","","TRUE","","","","",""
"2012","11.0","11.0.3339.0","2011.110.3339.0","Cumulative update package 2 (CU2) for SQL Server 2012 Service Pack 1","https://support.microsoft.com/en-us/help/2790947","2013-01-25","","TRUE","","","","",""
"2012","11.0","11.0.3335.0","2011.110.3335.0","FIX: Component installation process fails after you install SQL Server 2012 SP1","https://support.microsoft.com/en-us/help/2800050","2013-01-14","","","","","","",""
"2012","11.0","11.0.3321.0","2011.110.3321.0","Cumulative update package 1 (CU1) for SQL Server 2012 Service Pack 1","https://support.microsoft.com/en-us/help/2765331","2012-11-20","","TRUE","","","","",""
"2012","11.0","11.0.3156.0","2011.110.3156.0","MS15-058: Description of the security update for SQL Server 2012 SP1 GDR: July 14, 2015","https://support.microsoft.com/en-us/help/3045318","2015-07-14","","","","","","",""
"2012","11.0","11.0.3153.0","2011.110.3153.0","MS14-044: Description of the security update for SQL Server 2012 Service Pack 1 (GDR)","https://support.microsoft.com/en-us/help/2977326","2014-08-12","","","","","","",""
"2012","11.0","11.0.3128.0","2011.110.3128.0","Windows Installer starts repeatedly after you install SQL Server 2012 SP1","https://support.microsoft.com/en-us/help/2793634","2013-01-03","","","","","","",""
"2012","11.0","11.0.3000.0","2011.110.3000.0","SQL Server 2012 Service Pack 1 (SP1)","http://www.microsoft.com/en-us/download/details.aspx?id=35575","2012-11-06","TRUE","","","","","",""
"2012","11.0","11.0.2845.0","2011.110.2845.0","SQL Server 2012 Service Pack 1 Customer Technology Preview 4 (CTP4)","","2012-09-20","","","","","TRUE","",""
"2012","11.0","11.0.2809.24","2011.110.2809.24","SQL Server 2012 Service Pack 1 Customer Technology Preview 3 (CTP3)","","2012-07-05","","","","","TRUE","",""
"2012","11.0","11.0.2424.0","2011.110.2424.0","Cumulative update package 11 (CU11) for SQL Server 2012","https://support.microsoft.com/en-us/help/2908007","2013-12-17","","TRUE","","","","",""
"2012","11.0","11.0.2420.0","2011.110.2420.0","Cumulative update package 10 (CU10) for SQL Server 2012","https://support.microsoft.com/en-us/help/2891666","2013-10-21","","TRUE","","","","",""
"2012","11.0","11.0.2419.0","2011.110.2419.0","Cumulative update package 9 (CU9) for SQL Server 2012","https://support.microsoft.com/en-us/help/2867319","2013-08-21","","TRUE","","","","",""
"2012","11.0","11.0.2410.0","2011.110.2410.0","Cumulative update package 8 (CU8) for SQL Server 2012","https://support.microsoft.com/en-us/help/2844205","2013-06-18","","TRUE","","","","",""
"2012","11.0","11.0.2405.0","2011.110.2405.0","Cumulative update package 7 (CU7) for SQL Server 2012","https://support.microsoft.com/en-us/help/2823247","2013-04-15","","TRUE","","","","",""
"2012","11.0","11.0.2401.0","2011.110.2401.0","Cumulative update package 6 (CU6) for SQL Server 2012","https://support.microsoft.com/en-us/help/2728897","2013-02-18","","TRUE","","","","",""
"2012","11.0","11.0.2395.0","2011.110.2395.0","Cumulative update package 5 (CU5) for SQL Server 2012","https://support.microsoft.com/en-us/help/2777772","2012-12-18","","TRUE","","","","",""
"2012","11.0","11.0.9000.5","2011.110.9000.5","Microsoft SQL Server 2012 With Power View For Multidimensional Models Customer Technology Preview (CTP3)","","2012-11-27","","","","","TRUE","",""
"2012","11.0","11.0.2383.0","2011.110.2383.0","Cumulative update package 4 (CU4) for SQL Server 2012","https://support.microsoft.com/en-us/help/2758687","2012-10-18","","TRUE","","","","",""
"2012","11.0","11.0.2376.0","2011.110.2376.0","Microsoft Security Bulletin MS12-070","http://technet.microsoft.com/en-us/security/bulletin/ms12-070","2012-10-09","","","","","","",""
"2012","11.0","11.0.2332.0","2011.110.2332.0","Cumulative update package 3 (CU3) for SQL Server 2012","https://support.microsoft.com/en-us/help/2723749","2012-08-29","","TRUE","","","","",""
"2012","11.0","11.0.2325.0","2011.110.2325.0","Cumulative update package 2 (CU2) for SQL Server 2012","https://support.microsoft.com/en-us/help/2703275","2012-06-18","","TRUE","","","","",""
"2012","11.0","11.0.2318.0","2011.110.2318.0","SQL Server 2012 Express LocalDB RTM","","2012-04-19","","","","","","",""
"2012","11.0","11.0.2316.0","2011.110.2316.0","Cumulative update package 1 (CU1) for SQL Server 2012","https://support.microsoft.com/en-us/help/2679368","2012-04-12","","TRUE","","","","",""
"2012","11.0","11.0.2218.0","2011.110.2218.0","Microsoft Security Bulletin MS12-070","http://technet.microsoft.com/en-us/security/bulletin/ms12-070","2012-10-09","","","","","","",""
"2012","11.0","11.0.2214.0","2011.110.2214.0","FIX: SSAS uses only 20 cores in SQL Server 2012 Business Intelligence","https://support.microsoft.com/en-us/help/2685308","2012-04-06","","","","","","",""
"2012","11.0","11.0.2100.60","2011.110.2100.60","SQL Server 2012 RTM","","2012-03-06","","","","TRUE","","",""
"2012","11.0","11.0.1913.37","2011.110.1913.37","Microsoft SQL Server 2012 Release Candidate 1 (RC1)","","2011-12-16","","","","","TRUE","",""
"2012","11.0","11.0.1750.32","2011.110.1750.32","Microsoft SQL Server 2012 Release Candidate 0 (RC0)","","2011-11-17","","","","","TRUE","",""
"2012","11.0","11.0.1440.19","2010.110.1440.19","Microsoft SQL Server 2012 (codename Denali) Community Technology Preview 3 (CTP3)","","2011-07-11","","","","","TRUE","",""
"2012","11.0","11.0.1103.9","2010.110.1103.9","Microsoft SQL Server 2012 (codename Denali) Community Technology Preview 1 (CTP1)","","2010-11-08","","","","","TRUE","",""
"2008 R2","10.50","10.50.6560.0","2009.100.6560.0","Description of the security update for SQL Server 2008 R2 SP3 GDR: January 6, 2018 – Security Advisory ADV180002","https://support.microsoft.com/en-us/help/4057113","2018-01-06","","","","","","",""
"2008 R2","10.50","10.50.6549.0","2009.100.6549.0","An unknown but existing build","","","","","","","","",""
"2008 R2","10.50","10.50.6542.0","2009.100.6542.0","Intermittent service terminations occur after you install any SQL Server 2008 or SQL Server 2008 R2 versions from KB3135244","https://support.microsoft.com/en-us/help/3146034","2016-03-03","","","","","","",""
"2008 R2","10.50","10.50.6537.0","2009.100.6537.0","TLS 1.2 support for SQL Server 2008 R2 SP3","https://support.microsoft.com/en-us/help/3135244","2016-01-27","","","","","","",""
"2008 R2","10.50","10.50.6529.0","2009.100.6529.0","MS15-058: Description of the security update for SQL Server 2008 R2 Service Pack 3 QFE: July 14, 2015","https://support.microsoft.com/en-us/help/3045314","2015-07-14","","","","","","",""
"2008 R2","10.50","10.50.6525.0","2009.100.6525.0","An on-demand hotfix update package is available for SQL Server 2008 R2 Service Pack 3 (SP3)","https://support.microsoft.com/en-us/help/3033860","2015-02-09","","","TRUE","","","",""
"2008 R2","10.50","10.50.6220.0","2009.100.6220.0","MS15-058: Description of the security update for SQL Server 2008 R2 Service Pack 3 GDR: July 14, 2015","https://support.microsoft.com/en-us/help/3045316","2015-07-14","","","","","","",""
"2008 R2","10.50","10.50.6000.34","2009.100.6000.34","SQL Server 2008 R2 Service Pack 3 (SP3)","http://www.microsoft.com/en-us/download/details.aspx?id=44271","2014-09-26","TRUE","","","","","",""
"2008 R2","10.50","10.50.4343.0","2009.100.4343.0","TLS 1.2 support for SQL Server 2008 R2 SP2 (IA-64 only)","https://support.microsoft.com/en-us/help/3135244","2016-01-27","","","","","","",""
"2008 R2","10.50","10.50.4339.0","2009.100.4339.0","MS15-058: Description of the security update for SQL Server 2008 R2 Service Pack 2 QFE: July 14, 2015","https://support.microsoft.com/en-us/help/3045312","2015-07-14","","","","","","",""
"2008 R2","10.50","10.50.4331.0","2009.100.4331.0","Restore Log with Standby Mode on an Advanced Format disk may cause a 9004 error in SQL Server 2008 R2 or SQL Server 2012","https://support.microsoft.com/en-us/help/2987585","2014-08-27","","","","","","",""
"2008 R2","10.50","10.50.4321.0","2009.100.4321.0","MS14-044: Description of the security update for SQL Server 2008 R2 Service Pack 2 (QFE)","https://support.microsoft.com/en-us/help/2977319","2014-08-12","","","","","","",""
"2008 R2","10.50","10.50.4319.0","2009.100.4319.0","Cumulative update package 13 (CU13) for SQL Server 2008 R2 Service Pack 2","https://support.microsoft.com/en-us/help/2967540","2014-06-30","","TRUE","","","","",""
"2008 R2","10.50","10.50.4305.0","2009.100.4305.0","Cumulative update package 12 (CU12) for SQL Server 2008 R2 Service Pack 2","https://support.microsoft.com/en-us/help/2938478","2014-04-21","","TRUE","","","","",""
"2008 R2","10.50","10.50.4302.0","2009.100.4302.0","Cumulative update package 11 (CU11) for SQL Server 2008 R2 Service Pack 2","https://support.microsoft.com/en-us/help/2926028","2014-02-18","","TRUE","","","","",""
"2008 R2","10.50","10.50.4297.0","2009.100.4297.0","Cumulative update package 10 (CU10) for SQL Server 2008 R2 Service Pack 2","https://support.microsoft.com/en-us/help/2908087","2013-12-16","","TRUE","","","","",""
"2008 R2","10.50","10.50.4295.0","2009.100.4295.0","Cumulative update package 9 (CU9) for SQL Server 2008 R2 Service Pack 2","https://support.microsoft.com/en-us/help/2887606","2013-10-29","","TRUE","","","","",""
"2008 R2","10.50","10.50.4290.0","2009.100.4290.0","Cumulative update package 8 (CU8) for SQL Server 2008 R2 Service Pack 2","https://support.microsoft.com/en-us/help/2871401","2013-08-30","","TRUE","","","","",""
"2008 R2","10.50","10.50.4286.0","2009.100.4286.0","Cumulative update package 7 (CU7) for SQL Server 2008 R2 Service Pack 2","https://support.microsoft.com/en-us/help/2844090","2013-06-17","","TRUE","","","","",""
"2008 R2","10.50","10.50.4285.0","2009.100.4285.0","Cumulative update package 6 (CU6) for SQL Server 2008 R2 Service Pack 2 (updated)","https://support.microsoft.com/en-us/help/2830140","2013-06-13","","TRUE","","","","",""
"2008 R2","10.50","10.50.4279.0","2009.100.4279.0","Cumulative update package 6 (CU6) for SQL Server 2008 R2 Service Pack 2 (replaced)","","2013-04-15","","TRUE","","","","","TRUE"
"2008 R2","10.50","10.50.4276.0","2009.100.4276.0","Cumulative update package 5 (CU5) for SQL Server 2008 R2 Service Pack 2","https://support.microsoft.com/en-us/help/2797460","2013-02-18","","TRUE","","","","",""
"2008 R2","10.50","10.50.4270.0","2009.100.4270.0","Cumulative update package 4 (CU4) for SQL Server 2008 R2 Service Pack 2","https://support.microsoft.com/en-us/help/2777358","2012-12-17","","TRUE","","","","",""
"2008 R2","10.50","10.50.4266.0","2009.100.4266.0","Cumulative update package 3 (CU3) for SQL Server 2008 R2 Service Pack 2","https://support.microsoft.com/en-us/help/2754552","2012-10-15","","TRUE","","","","",""
"2008 R2","10.50","10.50.4263.0","2009.100.4263.0","Cumulative update package 2 (CU2) for SQL Server 2008 R2 Service Pack 2","https://support.microsoft.com/en-us/help/2740411","2012-08-29","","TRUE","","","","",""
"2008 R2","10.50","10.50.4260.0","2009.100.4260.0","Cumulative update package 1 (CU1) for SQL Server 2008 R2 Service Pack 2","https://support.microsoft.com/en-us/help/2720425","2012-08-01","","TRUE","","","","",""
"2008 R2","10.50","10.50.4046.0","2009.100.4046.0","TLS 1.2 support for SQL Server 2008 R2 SP2 GDR (IA-64 only)","https://support.microsoft.com/en-us/help/3135244","2016-01-27","","","","","","",""
"2008 R2","10.50","10.50.4042.0","2009.100.4042.0","MS15-058: Description of the security update for SQL Server 2008 R2 Service Pack 2 GDR: July 14, 2015","https://support.microsoft.com/en-us/help/3045313","2015-07-14","","","","","","",""
"2008 R2","10.50","10.50.4033.0","2009.100.4033.0","MS14-044: Description of the security update for SQL Server 2008 R2 Service Pack 2 (GDR)","https://support.microsoft.com/en-us/help/2977320","2014-08-12","","","","","","",""
"2008 R2","10.50","10.50.4000.0","2009.100.4000.0","SQL Server 2008 R2 Service Pack 2 (SP2)","http://www.microsoft.com/en-us/download/details.aspx?id=30437","2012-07-26","TRUE","","","","","",""
"2008 R2","10.50","10.50.3720.0","2009.100.3720.0","SQL Server 2008 R2 Service Pack 2 Community Technology Preview (CTP)","","2012-05-13","","","","","TRUE","",""
"2008 R2","10.50","10.50.2881.0","2009.100.2881.0","An on-demand hotfix update package for SQL Server 2008 R2 Service Pack 1","https://support.microsoft.com/en-us/help/2868244","2013-08-12","","","TRUE","","","",""
"2008 R2","10.50","10.50.2876.0","2009.100.2876.0","Cumulative update package 13 (CU13) for SQL Server 2008 R2 Service Pack 1","https://support.microsoft.com/en-us/help/2855792","2013-06-17","","TRUE","","","","",""
"2008 R2","10.50","10.50.2875.0","2009.100.2875.0","Cumulative update package 12 (CU12) for SQL Server 2008 R2 Service Pack 1 (updated)","https://support.microsoft.com/en-us/help/2828727","2013-06-13","","TRUE","","","","",""
"2008 R2","10.50","10.50.2874.0","2009.100.2874.0","Cumulative update package 12 (CU12) for SQL Server 2008 R2 Service Pack 1 (replaced)","","2013-04-15","","TRUE","","","","","TRUE"
"2008 R2","10.50","10.50.2861.0","2009.100.2861.0","Microsoft Security Bulletin MS12-070","http://technet.microsoft.com/en-us/security/bulletin/ms12-070","2012-10-09","","","","","","",""
"2008 R2","10.50","10.50.2869.0","2009.100.2869.0","Cumulative update package 11 (CU11) for SQL Server 2008 R2 Service Pack 1","https://support.microsoft.com/en-us/help/2812683","2013-02-18","","TRUE","","","","",""
"2008 R2","10.50","10.50.2868.0","2009.100.2868.0","Cumulative update package 10 (CU10) for SQL Server 2008 R2 Service Pack 1","https://support.microsoft.com/en-us/help/2783135","2012-12-17","","TRUE","","","","",""
"2008 R2","10.50","10.50.2866.0","2009.100.2866.0","Cumulative update package 9 (CU9) for SQL Server 2008 R2 Service Pack 1","https://support.microsoft.com/en-us/help/2756574","2012-11-06","","TRUE","","","","",""
"2008 R2","10.50","10.50.2861.0","2009.100.2861.0","MS12-070: Description of the security update for SQL Server 2008 R2 Service Pack 1 QFE: October 9, 2012","https://support.microsoft.com/en-us/help/2716439","2012-10-09","","","","","","",""
"2008 R2","10.50","10.50.2822.0","2009.100.2822.0","Cumulative update package 8 (CU8) for SQL Server 2008 R2 Service Pack 1","https://support.microsoft.com/en-us/help/2723743","2012-08-29","","TRUE","","","","",""
"2008 R2","10.50","10.50.2817.0","2009.100.2817.0","Cumulative update package 7 (CU7) for SQL Server 2008 R2 Service Pack 1","https://support.microsoft.com/en-us/help/2703282","2012-06-18","","TRUE","","","","",""
"2008 R2","10.50","10.50.2811.0","2009.100.2811.0","Cumulative update package 6 (CU6) for SQL Server 2008 R2 Service Pack 1","https://support.microsoft.com/en-us/help/2679367","2012-04-16","","TRUE","","","","",""
"2008 R2","10.50","10.50.2807.0","2009.100.2807.0","FIX: Access violation when you run DML statements against a table that has partitioned indexes in SQL Server 2008 R2","https://support.microsoft.com/en-us/help/2675522","2012-03-12","","","","","","",""
"2008 R2","10.50","10.50.2806.0","2009.100.2806.0","Cumulative update package 5 (CU5) for SQL Server 2008 R2 Service Pack 1","https://support.microsoft.com/en-us/help/2659694","2012-02-22","","TRUE","","","","",""
"2008 R2","10.50","10.50.2799.0","2009.100.2799.0","FIX: ""Non-yielding Scheduler"" error might occur when you run a query that uses the CHARINDEX function in SQL Server 2008 R2","https://support.microsoft.com/en-us/help/2633357","2012-02-22","","","","","","",""
"2008 R2","10.50","10.50.2796.0","2009.100.2796.0","Cumulative update package 4 (CU4) for SQL Server 2008 R2 Service Pack 1","https://support.microsoft.com/en-us/help/2633146","2011-12-20","","TRUE","","","","",""
"2008 R2","10.50","10.50.2789.0","2009.100.2789.0","Cumulative update package 3 (CU3) for SQL Server 2008 R2 Service Pack 1","https://support.microsoft.com/en-us/help/2591748","2011-10-17","","TRUE","","","","",""
"2008 R2","10.50","10.50.2776.0","2009.100.2776.0","FIX: Slow performance when an AFTER trigger runs on a partitioned table in SQL Server 2008 R2","https://support.microsoft.com/en-us/help/2606883","2011-10-18","","","","","","",""
"2008 R2","10.50","10.50.2772.0","2009.100.2772.0","Cumulative update package 2 (CU2) for SQL Server 2008 R2 Service Pack 1","https://support.microsoft.com/en-us/help/2567714","2011-08-15","","TRUE","","","","",""
"2008 R2","10.50","10.50.2769.0","2009.100.2769.0","Cumulative update package 1 (CU1) for SQL Server 2008 R2 Service Pack 1","https://support.microsoft.com/en-us/help/2544793","2011-07-18","","TRUE","","","","",""
"2008 R2","10.50","10.50.2550.0","2009.100.2550.0","Microsoft Security Bulletin MS12-070","http://technet.microsoft.com/en-us/security/bulletin/ms12-070","2012-10-09","","","","","","",""
"2008 R2","10.50","10.50.2500.0","2009.100.2500.0","SQL Server 2008 R2 Service Pack 1 (SP1)","http://www.microsoft.com/download/en/details.aspx?id=26727","2011-07-11","TRUE","","","","","",""
"2008 R2","10.50","10.50.1817.0","2009.100.1817.0","Cumulative update package 14 (CU14) for SQL Server 2008 R2","https://support.microsoft.com/en-us/help/2703280","2012-06-18","","TRUE","","","","",""
"2008 R2","10.50","10.50.1815.0","2009.100.1815.0","Cumulative update package 13 (CU13) for SQL Server 2008 R2","https://support.microsoft.com/en-us/help/2679366","2012-04-17","","TRUE","","","","",""
"2008 R2","10.50","10.50.1810.0","2009.100.1810.0","Cumulative update package 12 (CU12) for SQL Server 2008 R2","https://support.microsoft.com/en-us/help/2659692","2012-02-21","","TRUE","","","","",""
"2008 R2","10.50","10.50.1809.0","2009.100.1809.0","Cumulative update package 11 (CU11) for SQL Server 2008 R2","https://support.microsoft.com/en-us/help/2633145","2012-01-09","","TRUE","","","","",""
"2008 R2","10.50","10.50.1807.0","2009.100.1807.0","Cumulative update package 10 (CU10) for SQL Server 2008 R2","https://support.microsoft.com/en-us/help/2591746","2011-10-19","","TRUE","","","","",""
"2008 R2","10.50","10.50.1804.0","2009.100.1804.0","Cumulative update package 9 (CU9) for SQL Server 2008 R2","https://support.microsoft.com/en-us/help/2567713","2011-08-16","","TRUE","","","","",""
"2008 R2","10.50","10.50.1800.0","2009.100.1800.0","FIX: Database data files might be incorrectly marked as sparse in SQL Server 2008 R2 or in SQL Server 2008 even when the physical files are marked as not sparse in the file system","https://support.microsoft.com/en-us/help/2574699","2011-10-18","","","","","","",""
"2008 R2","10.50","10.50.1797.0","2009.100.1797.0","Cumulative update package 8 (CU8) for SQL Server 2008 R2","https://support.microsoft.com/en-us/help/2534352","2011-06-20","","TRUE","","","","",""
"2008 R2","10.50","10.50.1790.0","2009.100.1790.0","MS11-049: Description of the security update for SQL Server 2008 R2 QFE: June 14, 2011","https://support.microsoft.com/en-us/help/2494086","2011-06-17","","","","","","",""
"2008 R2","10.50","10.50.1777.0","2009.100.1777.0","Cumulative update package 7 (CU7) for SQL Server 2008 R2","https://support.microsoft.com/en-us/help/2507770","2011-06-16","","TRUE","","","","",""
"2008 R2","10.50","10.50.1769.0","2009.100.1769.0","FIX: Non-yielding scheduler error when you run a query that uses a TVP in SQL Server 2008 or in SQL Server 2008 R2 if SQL Profiler or SQL Server Extended Events is used","https://support.microsoft.com/en-us/help/2520808","2011-04-18","","","","","","",""
"2008 R2","10.50","10.50.1765.0","2009.100.1765.0","Cumulative update package 6 (CU6) for SQL Server 2008 R2","https://support.microsoft.com/en-us/help/2489376","2011-02-21","","TRUE","","","","",""
"2008 R2","10.50","10.50.1753.0","2009.100.1753.0","Cumulative update package 5 (CU5) for SQL Server 2008 R2","https://support.microsoft.com/en-us/help/2438347","2010-12-23","","TRUE","","","","",""
"2008 R2","10.50","10.50.1746.0","2009.100.1746.0","Cumulative update package 4 (CU4) for SQL Server 2008 R2","https://support.microsoft.com/en-us/help/2345451","2010-10-18","","TRUE","","","","",""
"2008 R2","10.50","10.50.1734.0","2009.100.1734.0","Cumulative update package 3 (CU3) for SQL Server 2008 R2","https://support.microsoft.com/en-us/help/2261464","2010-08-20","","TRUE","","","","",""
"2008 R2","10.50","10.50.1720.0","2009.100.1720.0","Cumulative update package 2 (CU2) for SQL Server 2008 R2","https://support.microsoft.com/en-us/help/2072493","2010-06-25","","TRUE","","","","",""
"2008 R2","10.50","10.50.1702.0","2009.100.1702.0","Cumulative update package 1 (CU1) for SQL Server 2008 R2","https://support.microsoft.com/en-us/help/981355","2010-05-18","","TRUE","","","","",""
"2008 R2","10.50","10.50.1617.0","2009.100.1617.0","MS11-049: Description of the security update for SQL Server 2008 R2 GDR: June 14, 2011","https://support.microsoft.com/en-us/help/2494088","2011-06-14","","","","","","",""
"2008 R2","10.50","10.50.1600.1","2009.100.1600.1","SQL Server 2008 R2 RTM","","2010-04-21","","","","TRUE","","",""
"2008 R2","10.50","10.50.1352.12","2009.100.1352.12","Microsoft SQL Server 2008 R2 November Community Technology Preview (CTP)","","2009-11-12","","","","","TRUE","",""
"2008 R2","10.50","10.50.1092.20","2009.100.1092.20","Microsoft SQL Server 2008 R2 August Community Technology Preview (CTP)","","2009-06-30","","","","","TRUE","",""
"2008","10.0","10.0.6556.0","2007.100.6556.0","Description of the security update for SQL Server 2008 SP4 GDR: January 6, 2018 – Security Advisory ADV180002","https://support.microsoft.com/en-us/help/4057114","2018-01-06","","","","","","",""
"2008","10.0","10.0.6547.0","2007.100.6547.0","Intermittent service terminations occur after you install any SQL Server 2008 or SQL Server 2008 R2 versions from KB3135244","https://support.microsoft.com/en-us/help/3146034","2016-03-03","","","","","","",""
"2008","10.0","10.0.6543.0","2007.100.6543.0","TLS 1.2 support for SQL Server 2008 SP4","https://support.microsoft.com/en-us/help/3135244","2016-01-27","","","","","","",""
"2008","10.0","10.0.6535.0","2007.100.6535.0","MS15-058: Description of the security update for SQL Server 2008 Service Pack 4 QFE: July 14, 2015","https://support.microsoft.com/en-us/help/3045308","2015-07-14","","","","","","",""
"2008","10.0","10.0.6526.0","2007.100.6526.0","An on-demand hotfix update package is available for SQL Server 2008 Service Pack 4 (SP4)","https://support.microsoft.com/en-us/help/3034373","2015-02-09","","","TRUE","","","",""
"2008","10.0","10.0.6241.0","2007.100.6241.0","MS15-058: Description of the security update for SQL Server 2008 Service Pack 4 GDR: July 14, 2015","https://support.microsoft.com/en-us/help/3045311","2015-07-14","","","","","","",""
"2008","10.0","10.0.6000.29","2007.100.6000.29","SQL Server 2008 Service Pack 4 (SP4)","http://www.microsoft.com/en-us/download/details.aspx?id=44278","2014-09-30","TRUE","","","","","",""
"2008","10.0","10.0.5894.0","2007.100.5894.0","TLS 1.2 support for SQL Server 2008 SP3 (IA-64 only)","https://support.microsoft.com/en-us/help/3135244","2016-01-27","","","","","","",""
"2008","10.0","10.0.5890.0","2007.100.5890.0","MS15-058: Description of the security update for SQL Server 2008 Service Pack 3 QFE: July 14, 2015","https://support.microsoft.com/en-us/help/3045303","2015-07-14","","","","","","",""
"2008","10.0","10.0.5869.0","2007.100.5869.0","MS14-044: Description of the security update for SQL Server 2008 SP3 (QFE)","https://support.microsoft.com/en-us/help/2977322","2014-08-12","","","","","","",""
"2008","10.0","10.0.5867.0","2007.100.5867.0","FIX: Error 8985 when you run the ""dbcc shrinkfile"" statement by using the logical name of a file in SQL Server 2008 R2 or SQL Server 2008","https://support.microsoft.com/en-us/help/2877204","2014-07-02","","","","","","",""
"2008","10.0","10.0.5861.0","2007.100.5861.0","Cumulative update package 17 (CU17) for SQL Server 2008 Service Pack 3","https://support.microsoft.com/en-us/help/2958696","2014-05-19","","TRUE","","","","",""
"2008","10.0","10.0.5852.0","2007.100.5852.0","Cumulative update package 16 (CU16) for SQL Server 2008 Service Pack 3","https://support.microsoft.com/en-us/help/2936421","2014-03-17","","TRUE","","","","",""
"2008","10.0","10.0.5850.0","2007.100.5850.0","Cumulative update package 15 (CU15) for SQL Server 2008 Service Pack 3","https://support.microsoft.com/en-us/help/2923520","2014-01-20","","TRUE","","","","",""
"2008","10.0","10.0.5848.0","2007.100.5848.0","Cumulative update package 14 (CU14) for SQL Server 2008 Service Pack 3","https://support.microsoft.com/en-us/help/2893410","2013-11-18","","TRUE","","","","",""
"2008","10.0","10.0.5846.0","2007.100.5846.0","Cumulative update package 13 (CU13) for SQL Server 2008 Service Pack 3","https://support.microsoft.com/en-us/help/2880350","2013-09-16","","TRUE","","","","",""
"2008","10.0","10.0.5844.0","2007.100.5844.0","Cumulative update package 12 (CU12) for SQL Server 2008 Service Pack 3","https://support.microsoft.com/en-us/help/2863205","2013-07-16","","TRUE","","","","",""
"2008","10.0","10.0.5841.0","2007.100.5841.0","Cumulative update package 11 (CU11) for SQL Server 2008 Service Pack 3 (updated)","https://support.microsoft.com/en-us/help/2834048","2013-06-13","","TRUE","","","","",""
"2008","10.0","10.0.5840.0","2007.100.5840.0","Cumulative update package 11 (CU11) for SQL Server 2008 Service Pack 3 (replaced)","","2013-05-20","","TRUE","","","","","TRUE"
"2008","10.0","10.0.5835.0","2007.100.5835.0","Cumulative update package 10 (CU10) for SQL Server 2008 Service Pack 3","https://support.microsoft.com/en-us/help/2814783","2013-03-18","","TRUE","","","","",""
"2008","10.0","10.0.5829.0","2007.100.5829.0","Cumulative update package 9 (CU9) for SQL Server 2008 Service Pack 3","https://support.microsoft.com/en-us/help/2799883","2013-01-23","","TRUE","","","","",""
"2008","10.0","10.0.5828.0","2007.100.5828.0","Cumulative update package 8 (CU8) for SQL Server 2008 Service Pack 3","https://support.microsoft.com/en-us/help/2771833","2012-11-19","","TRUE","","","","",""
"2008","10.0","10.0.5826.0","2007.100.5826.0","Microsoft Security Bulletin MS12-070","https://support.microsoft.com/en-us/help/2716435","2012-10-09","","","","","","",""
"2008","10.0","10.0.5794.0","2007.100.5794.0","Cumulative update package 7 (CU7) for SQL Server 2008 Service Pack 3","https://support.microsoft.com/en-us/help/2738350","2012-09-21","","TRUE","","","","",""
"2008","10.0","10.0.5788.0","2007.100.5788.0","Cumulative update package 6 (CU6) for SQL Server 2008 Service Pack 3","https://support.microsoft.com/en-us/help/2715953","2012-07-16","","TRUE","","","","",""
"2008","10.0","10.0.5785.0","2007.100.5785.0","Cumulative update package 5 (CU5) for SQL Server 2008 Service Pack 3","https://support.microsoft.com/en-us/help/2696626","2012-05-19","","TRUE","","","","",""
"2008","10.0","10.0.5775.0","2007.100.5775.0","Cumulative update package 4 (CU4) for SQL Server 2008 Service Pack 3","https://support.microsoft.com/en-us/help/2673383","2012-03-20","","TRUE","","","","",""
"2008","10.0","10.0.5770.0","2007.100.5770.0","Cumulative update package 3 (CU3) for SQL Server 2008 Service Pack 3","https://support.microsoft.com/en-us/help/2648098","2012-01-16","","TRUE","","","","",""
"2008","10.0","10.0.5768.0","2007.100.5768.0","Cumulative update package 2 (CU2) for SQL Server 2008 Service Pack 3","https://support.microsoft.com/en-us/help/2633143","2011-11-22","","TRUE","","","","",""
"2008","10.0","10.0.5766.0","2007.100.5766.0","Cumulative update package 1 (CU1) for SQL Server 2008 Service Pack 3","https://support.microsoft.com/en-us/help/2617146","2011-10-18","","TRUE","","","","",""
"2008","10.0","10.0.5544.0","2007.100.5544.0","TLS 1.2 support for SQL Server 2008 SP3 GDR (IA-64 only)","https://support.microsoft.com/en-us/help/3135244","2016-01-27","","","","","","",""
"2008","10.0","10.0.5538.0","2007.100.5538.0","MS15-058: Description of the security update for SQL Server 2008 Service Pack 3 GDR: July 14, 2015","https://support.microsoft.com/en-us/help/3045305","2015-07-14","","","","","","",""
"2008","10.0","10.0.5520.0","2007.100.5520.0","MS14-044: Description of the security update for SQL Server 2008 SP3 (GDR)","https://support.microsoft.com/en-us/help/2977321","2014-08-12","","","","","","",""
